глагол,общая_частота
odeti,8
prizovesti,8
otvariti,8
pridržati,8
pobjediti,8
okladati,8
amputirati,8
doprinos,8
kvotiti,8
izradjujati,8
petljati,8
nаm,8
premesiti,8
naplatati,8
autorizovati,8
snađati,8
bergamot,8
pameti,8
konfrontirati,8
ubratiti,8
daniti,8
nevaljati,8
izoštravati,8
nagrada,8
zid,8
zakvačiti,8
uteći,8
isti,8
otkačiti,8
ugnezditi,8
odmahivati,8
kujati,8
naglasti,8
preimenuveti,8
postojjati,8
upleti,8
čupasti,8
otpisivati,8
mrmljati,8
isprljati,8
opovrgnuti,8
stjecati,8
pritisak,8
prodefilovati,8
nezgoditi,8
tio,8
ubeđujati,8
intimniti,8
neistiniti,8
difficiti,8
kratati,8
povredjivati,8
prostraniti,8
predujati,8
obavijeti,8
istanjiti,8
evakuišati,8
nezgodati,8
rаde,8
krvaviti,8
povoditi,8
griziti,8
povreda,8
odgojiti,8
toplotati,8
zavrediti,8
uredbiti,8
počeo,8
utkaniti,8
arbitražati,8
osiromašiti,8
vazati,8
reinstalirati,8
iživljavati,8
hodavtiti,8
potakniti,8
opčinjavati,8
rasadati,8
flaširati,8
dajeti,8
preporuciti,8
osećаmo,8
strukturisati,8
gospoći,8
behati,8
razvuciti,8
prelijeti,8
odoljeti,8
salagati,8
dotrčati,8
oduzmiti,8
daroviti,8
odjeći,8
reintegrisati,8
razumetiti,8
mrći,8
situirati,8
presijavati,8
prodavtiti,8
raspaljivati,8
nacionalizovati,8
unukiti,8
piliti,8
komemorirati,8
zakleti,8
problem,8
podmući,8
pečati,8
destimulisati,8
uvukiti,8
prokrvljivati,8
dvamati,8
kontinuti,8
poraniti,8
uklјučuju,8
nađogiti,8
istrljati,8
pilići,8
naliti,8
zakrpati,8
gospođiti,8
onati,8
neravati,8
nagomiti,8
zvižditi,8
trujiti,8
kuti,8
positivati,8
beti,8
utkanati,8
naneseti,8
zagrizati,8
prestaditi,8
bicati,8
potrčiti,8
žmuriti,8
zrcaliti,8
prostran,8
štostati,8
bataliti,8
reflektirati,8
opasivati,8
izgorjeti,8
nanuti,8
oraščiti,8
prebacivtiti,8
poskupljivati,8
prosuđivati,8
prozreti,8
podmirivati,8
marakovati,8
otploviti,8
sаstoji,8
kupovtiti,8
stvrdnjavati,8
prokockati,8
kćeriti,8
mazivati,8
kaliti,8
potkrovljiti,8
potrati,8
dаti,8
održаvа,8
pokojati,8
požati,8
propust,8
isprogramirati,8
obecavati,8
ustaniti,8
inspirišeti,8
montažiti,8
začinati,8
prijevati,8
puziti,8
15.apriti,8
papriti,8
povecati,8
cujati,8
samoizolovati,8
inaugurisati,8
usecati,8
granati,8
tititi,8
izvšiti,8
oponaći,8
zasipati,8
pripitomiti,8
kontrahivati,8
posušiti,8
udomljavati,8
nagaziti,8
zareći,8
nаzivа,8
načuti,8
veličinati,8
prestaviti,8
zatresti,8
đakuziti,8
podrzati,8
zamjerati,8
fluktuirati,7
nazočiti,7
žrtvuvati,7
kapirati,7
tri-četiriti,7
omasoviti,7
implantirati,7
stječiti,7
napisesti,7
izjedati,7
sličiti,7
jedriti,7
žariti,7
ekipati,7
krv,7
nargiti,7
očvrsnuti,7
uklјučiti,7
postideti,7
ostavarivati,7
potamneti,7
uvaliti,7
funckionisati,7
metastazirati,7
plići,7
zauzvrati,7
shvаtimo,7
umivati,7
izaćiti,7
ispostavati,7
izazveti,7
prostatiti,7
trgati,7
krivudavati,7
glavati,7
raširati,7
instrumentatizovati,7
upis,7
rvati,7
prodrijeti,7
pistiti,7
finale,7
..,7
imenuti,7
blatiti,7
zavoljeti,7
uporedjivati,7
obvesti,7
zamućivati,7
●,7
akriliti,7
plažati,7
stacionirati,7
vrzati,7
žalbiti,7
razabrati,7
oslabjeti,7
pavlakati,7
opredijeti,7
cirkulirati,7
defilovati,7
zavestiti,7
suspendirati,7
sklupčati,7
razboljevati,7
bacatti,7
ludilo,7
naplacovati,7
upravlјati,7
plasiti,7
reinvestirati,7
izumirati,7
rasvijetliti,7
uskacati,7
raspaliti,7
potrefiti,7
podrumiti,7
arbitriti,7
okomiti,7
predstava,7
nominati,7
stalagmiti,7
prebrišiti,7
nadletati,7
apoteti,7
popušiti,7
opcija,7
pri?ati,7
protivtegati,7
prepodnevati,7
počasti,7
interesuvati,7
kažu,7
prskazati,7
oslušneti,7
naznačavati,7
zapisuvati,7
dozrevati,7
zastiti,7
povinuvati,7
čariti,7
kuteti,7
parčiti,7
osujećivati,7
zavijoriti,7
ovjekovječiti,7
uzalud,7
đubriti,7
officiti,7
tanjiriti,7
prevati,7
izgledaš,7
razbistriti,7
pomilovati,7
poravnavati,7
bogumiti,7
pooštrati,7
zub,7
zapisujtiti,7
pridoniti,7
vraćasti,7
mići,7
omeđiti,7
odsluživati,7
začinjati,7
izvrnuti,7
naočariti,7
elektroliti,7
oguliti,7
napastvovati,7
zakleoati,7
mozdati,7
sadnjati,7
šuski,7
dođoći,7
okvalifikovati,7
tvrđavati,7
orjentisati,7
ekstrahovati,7
uganuti,7
presložiti,7
zarećati,7
presvučiti,7
pribliziti,7
iznajmati,7
ogranizovati,7
nadenuti,7
velesiti,7
rijestiti,7
strogiti,7
mesati,7
predstavlјati,7
posuti,7
smeškati,7
klimnuti,7
potpasiti,7
ignorišeti,7
imuniti,7
dodireti,7
podrška,7
grupišeti,7
mentorisati,7
okrenati,7
uželeti,7
nadvladavati,7
upucivati,7
izluđivati,7
zakuvati,7
razrušiti,7
polirati,7
dezavuišati,7
grickati,7
osumnjičiti,7
smetnuti,7
žurko,7
pretpojačati,7
prevlačiti,7
rаdio,7
resitati,7
osvetljati,7
iskrivljivati,7
došći,7
obezediti,7
razmotrati,7
šifrovati,7
useviti,7
plitkiti,7
prilažiti,7
opevati,7
jecati,7
sušati,7
pokleći,7
odvučiti,7
nabasti,7
premisiti,7
zubati,7
tretati,7
pretraziti,7
uveličavati,7
organzovati,7
zazidati,7
popaliti,7
ukusati,7
plešeti,7
narančasti,7
indentifikovati,7
prekosutrati,7
svetlucati,7
izlistavati,7
izdinstati,7
dečijati,7
prioritizirati,7
oprašovati,7
obmotati,7
registrujati,7
odličiti,7
podvrgati,7
pridoneti,7
fid-in,7
prijem,7
preimenuti,7
kapasti,7
pčelinjati,7
šarmirati,7
razbuktati,7
teoretisati,7
flertovati,7
sklаdišti,7
kаžu,7
udruziti,7
utapkati,7
tvitnuti,7
sacekati,7
orbitirati,7
zakloniti,7
delegati,7
razvukati,7
krastavati,7
ćevapčiti,7
modulirati,7
potirati,7
nadomešćovati,7
sazrijevati,7
umarširati,7
deveti,7
isisavati,7
iskliznuti,7
naveliti,7
unižavati,7
pogineti,7
stubiti,7
nаprаvimo,7
spovoditi,7
zažeti,7
mršaviti,7
preprečiti,7
izravnati,7
universiti,7
parče,7
fotografisiti,7
rastinjati,7
unetiti,7
potcrtati,7
poniti,7
stvorići,7
skuhati,7
propovediti,7
pokvasiti,7
zаvisi,7
ustalasati,7
ujesti,7
prevaljivati,7
opkladati,7
razinati,7
proklizavati,7
privikneti,7
keti,7
sao,7
zastaditi,7
prokazati,7
usliti,7
posada,7
smijeti,7
navratiti,7
podrazmevati,7
zataći,7
popucati,7
čudnovati,7
trakati,7
zaliv,7
traviti,7
glasovati,7
drvetа,7
svrhati,7
jašiti,7
mozzareti,7
sećasti,7
utvditi,7
rеkao,7
krvavati,7
pritvoriti,7
cenjkati,7
pritegniti,7
dimovati,7
košavati,7
pokrisati,7
zatrovati,7
praškastiti,7
raščlanjivati,7
prijanjati,7
sagniti,7
rastuživati,7
naspavati,7
propržati,7
organizovesti,7
izbušiti,7
surfati,7
projektirati,7
izrezbariti,7
privlaciti,7
rampati,7
diskrimisisati,7
ukoriti,7
salvetiti,7
vra?ati,7
počastvovati,7
anonimizovati,7
staziti,7
organizivati,7
njeguvati,7
četkati,7
potraga,7
pločiti,7
pokаzuje,7
preračunavati,7
primenjati,7
organozovati,7
morbiti,7
jadikovati,7
tihiti,7
zadubiti,7
namirisati,7
stresati,7
uravnotežavati,7
ostali,7
šepuriti,7
istjeti,7
odškrinuti,7
stiskati,7
d.ti,7
natovariti,7
smilovati,7
2.apriti,7
zakopčati,7
krepiti,7
vlagati,7
izbjegniti,7
lisati,7
premišljati,7
nadvisivati,7
podmićivati,7
privređivati,7
tematizirati,7
.julati,7
podmirovati,7
kudići,7
jemčiti,7
ubereti,7
izmoriti,7
mačići,7
?emoti,7
polivati,7
zamislivati,7
celoviti,7
oklevetati,7
povezujtiti,7
ukoreniti,7
oduševljati,7
razglasiti,7
optuziti,7
odletiti,7
zaptivati,7
rafasti,7
opštiti,7
smučiti,7
oksidisati,7
pripemiti,7
konsolidirati,7
potstaći,7
blještaviti,7
treći,7
podmazivati,7
izrabljivati,7
osloviti,7
mjenjati,7
uvezovati,7
proleteti,7
korstiti,7
izati,7
primа,7
modelujati,7
dovesiti,7
izobličiti,7
ziviti,7
uozbiljiti,7
pretpreti,7
pranajati,7
zapusteti,7
prekoputi,7
demotivisati,7
uzeći,7
rastumačiti,7
podvučati,7
bejagati,7
vjeriti,7
zаistа,7
nanoti,7
zasvirati,7
zavirovati,7
idaljati,7
suzbivati,7
inspirišiti,7
komercijalizozati,7
švercovati,7
papagajati,7
zgrešiti,7
ustrojiti,7
kirivati,7
igrаju,7
izbjegliti,7
trčkarati,7
pridobijati,7
konceptualizozati,7
napadnuti,7
ravnotegati,7
pritvarati,7
zaslepljivati,7
prioniti,7
trubiti,7
isečeti,7
nagibati,7
gastriti,7
ogoleti,7
pobedjivati,7
prilivati,7
povlađivati,7
spustati,7
povisati,7
ležiti,7
demontajati,7
zagrižati,7
pirjati,7
šumoviti,7
isliti,7
zloupotrijebiti,7
oskrnaviti,7
sapliti,7
prepolovati,7
pasivizirati,7
jašati,7
sravniti,7
napredovtiti,7
sjatiti,7
raspiti,7
promakniti,7
monitorisati,7
ponizati,7
kucnuti,7
pokrati,7
nemoć,7
račiti,7
sav,7
cvetići,7
utihniti,7
presedati,7
paprikati,7
satanizovati,7
prekvalifikovati,7
zarđati,7
opera,7
funkcionalizovati,7
drhtati,7
poistovjećivati,7
obrazivati,7
zasvijetliti,7
navraćati,7
silagati,7
monopolizovati,7
spineti,7
termocentrati,7
retati,6
digitalizirati,6
ispržiti,6
zgnječiti,6
funkcionalizozati,6
pozavideti,6
prozoriti,6
gondoliti,6
po?eti,6
prioriti,6
okružavati,6
pršiti,6
iščezati,6
penetrirati,6
sortati,6
besmisati,6
prostivati,6
prekrečiti,6
ći,6
ćaskati,6
oblačić,6
oštrati,6
suvisiti,6
naraviti,6
božetići,6
iskreirati,6
verojati,6
dozivljavati,6
predstaljati,6
naslušati,6
dovući,6
prekopirati,6
zaziti,6
razapinjati,6
okrivljavati,6
zablokirati,6
obljubiti,6
gaviti,6
lositi,6
zаtim,6
filozofirati,6
kor,6
istrgnuti,6
ugojati,6
istresati,6
udubljivati,6
predlog,6
umireti,6
obujati,6
poslajiti,6
školujiti,6
predloziti,6
točkiti,6
mimoići,6
smiljati,6
izleseti,6
vešti,6
odreagivati,6
potiti,6
klecati,6
sufinasirati,6
priobaljati,6
intiti,6
selektirati,6
važati,6
glaviti,6
institucionalizati,6
izanalizirati,6
izležavati,6
abdicirati,6
plaziti,6
snoviti,6
horizontati,6
božtiti,6
dopisujeti,6
kilometragati,6
otupljivati,6
umotavtiti,6
preoteti,6
smućkati,6
stavlјa,6
aproksimirati,6
podlogiti,6
usniti,6
navješćivati,6
nalazati,6
afirmirati,6
premladiti,6
signalizovati,6
brkati,6
naniti,6
oznaciti,6
čembati,6
roći,6
skociti,6
naletati,6
prenebregavati,6
psovasti,6
hominiti,6
strana,6
tješiti,6
htediti,6
crno-biveti,6
slavivati,6
prozorčiti,6
dezavuisati,6
iznuđivati,6
dušiti,6
uslužnuti,6
stranka,6
iznevjeriti,6
ocrtati,6
pripomogniti,6
uvrćiti,6
gurniti,6
sleći,6
kolati,6
livesti,6
čući,6
utabavati,6
odseciti,6
oslobadjati,6
tvrdjavati,6
priresti,6
šalјe,6
ponos,6
drenirati,6
kljucati,6
pastojati,6
otplivati,6
objavljujti,6
osamiti,6
kapljati,6
priticati,6
otpušiti,6
otadati,6
izlupati,6
rastacati,6
odaslati,6
pristankati,6
zubići,6
pretresti,6
othraniti,6
trpjeti,6
podklasati,6
mišićavati,6
odučiti,6
ideja,6
dostigniti,6
protresti,6
fotkati,6
tkivati,6
izberiti,6
staći,6
nabavati,6
më,6
izdrziti,6
bourgati,6
učtiviti,6
˝,6
trošeći,6
muzicirati,6
paralizovati,6
multiplicirati,6
preboleti,6
prokletiti,6
uredjevati,6
/tići,6
logujati,6
obaveziti,6
postavki,6
zasmejavati,6
odabraniti,6
podtići,6
pojesiti,6
satirati,6
naslagati,6
špekulisati,6
materjati,6
orgаnizuje,6
osnoviti,6
prezireti,6
izgladiti,6
ovudati,6
poneseti,6
rеkla,6
jao,6
uvuciti,6
editovati,6
grebati,6
ostvarati,6
zakljucivati,6
šutniti,6
aneksirati,6
zaklјučili,6
predvidivati,6
operacionatizozivati,6
raskomadati,6
izbjegnuti,6
decentralizozati,6
nalati,6
komercijalizovati,6
napustati,6
rezbariti,6
hoceti,6
unazađivati,6
reparirati,6
reagovtiti,6
vrzmati,6
beznaći,6
odustajeti,6
rasuđivati,6
devastirati,6
tesiti,6
zavući,6
lupiti,6
deponuvati,6
iskaljivati,6
plodoviti,6
navediti,6
lizati,6
grati,6
arbitrirati,6
punomoći,6
diljem,6
uljuljkati,6
miksati,6
šapnuti,6
vezoti,6
ušutkati,6
bastiti,6
uvaljavtiti,6
stisniti,6
motivišiti,6
izblendati,6
staž,6
odmotavati,6
predvesti,6
imenutiti,6
propolisati,6
pomaljati,6
usađivati,6
emanirati,6
izdahnuti,6
likovati,6
tagovati,6
zamaći,6
nacrt,6
delegitimisati,6
obrezati,6
namestajati,6
trаži,6
prosati,6
sumnjiti,6
?i,6
zastoj,6
dehumanizozati,6
kolabirati,6
nadživiti,6
kandidirati,6
pomаže,6
nadrastiti,6
viriti,6
trestiti,6
rastovac-sijamašiti,6
zoveti,6
sroditi,6
muziti,6
prijavljivti,6
robijati,6
pešagati,6
poslagati,6
naprežiti,6
samleti,6
uzleti,6
normirati,6
posecovati,6
.neti,6
izgladnjivati,6
oznojiti,6
malterisati,6
osmati,6
docekati,6
preskacati,6
otezati,6
potraziti,6
hiti,6
reliti,6
počev,6
umešavati,6
masterati,6
bljesnuti,6
podugovarati,6
učestvojati,6
naznagati,6
iskakati,6
doručkivati,6
pre?iti,6
uvereniti,6
sudar,6
izglasavati,6
trouglastiti,6
redoviti,6
obaziti,6
razmestiti,6
orgаnizovаlа,6
negovtiti,6
pridržiti,6
izjaloviti,6
izrendati,6
titratiti,6
speleti,6
uski,6
namotavati,6
solariti,6
isećati,6
kopriviti,6
upetljati,6
svojatati,6
izručivati,6
latiti,6
misati,6
zaostanati,6
ovekovečivati,6
pitoti,6
prijećati,6
strmoglaviti,6
jahasti,6
podrаzumevа,6
zaleći,6
zalupiti,6
štrikati,6
tapšati,6
agendati,6
osveštati,6
profunkcionisati,6
krecuti,6
zaljuljati,6
loptiti,6
četvrtasti,6
učestvovаli,6
ekipiti,6
odbrusiti,6
konfiguriti,6
pidžati,6
usrećivati,6
otvorati,6
odrziti,6
plantažiti,6
potsetiti,6
cutiti,6
nazdravljati,6
predstavliti,6
reprogramirati,6
zanositi,6
ukineti,6
naleziti,6
pocrniti,6
raskrstiti,6
proizišati,6
razvuki,6
takođeriti,6
prestajeti,6
potisati,6
fukcionisati,6
izmiruvati,6
naduvavati,6
kontrola,6
sloziti,6
srezati,6
izdiktirati,6
soki,6
interesujeti,6
crepati,6
razračunati,6
srljati,6
dovditi,6
real-ti,6
viza,6
kostiti,6
sаdrži,6
iskobeljati,6
bogamiti,6
zgresiti,6
suzdržiti,6
udovoljati,6
prstenasti,6
tabliti,6
diskvalifikovati,6
unuciti,6
ponaosobiti,6
protegnuti,6
skautiti,6
protjerati,6
ugađati,6
pridjati,6
obavestavati,6
agitovati,6
reformirati,6
skući,6
odmotati,6
osiromašivati,6
uramiti,6
otkinuti,6
pozlatiti,6
smarati,6
izolujiti,6
transplantirati,6
otpadnuti,6
narastajati,6
gući,6
stampati,6
rastezati,6
prilići,6
izigrati,6
promrmljati,6
postаli,6
prevazidjati,6
rasplaćati,6
zavrnuti,6
iznemoći,6
pomoti,6
posavjetovati,6
izgrebati,6
hajdeti,6
pastirati,6
kupciti,6
vrući,6
trgnuti,6
pišati,6
poimati,6
šetiti,6
potcrtavati,6
projuriti,6
pastati,6
iscureti,6
poboljsati,6
očеkujе,6
skazati,6
kovrdžavati,6
izdrzati,6
teatrati,6
parati,6
šifriti,6
raspakirati,6
izvezati,6
viti,6
pasirati,6
vino,6
cio,6
rekapitulirati,6
šalti,6
perpetuirati,6
tаdа,6
uplitati,6
dehidrirati,6
promisati,6
balirati,6
+/sti,6
ostavati,6
zavaditi,6
sanjariti,6
zamračiti,6
padinati,6
predupređivati,6
sušarati,6
oprobaći,6
otoki,6
trenažerati,6
preporucuvati,6
zakopčavati,6
beleziti,6
otrgneti,6
pegati,6
stočići,6
vežbajtiti,6
arbitražiti,6
ucjenjivati,6
zavapiti,6
oplakivati,6
tanjati,6
pročivati,6
zametnuti,6
bejgti,6
njegovati,6
oduzmeti,6
tistiti,6
izaciti,6
figurisati,6
opraniti,6
propistiti,6
preostati,6
oficirati,6
pariti,6
zadrzati,6
podvoditi,6
postgraduati,6
zapitkivati,6
-ati,6
goleti,6
tumaciti,6
ruditi,6
putovesti,6
portići,6
guti,6
naleti,6
uterivati,6
cvjetati,6
dobriti,6
otvorisati,6
laminati,6
svrha,6
skivati,6
traumatizovati,6
pozavati,6
bući,6
taktići,6
zatreperiti,6
učestvovovati,6
snadjati,6
blejati,6
polučiti,6
sjedinjavati,6
surfivati,6
pakujati,6
preleti,6
zafasti,6
predstavaljati,6
asimilirati,6
osudjejati,6
sažvati,6
stilizovati,6
provučiti,6
potisniti,6
strimati,6
sklonati,6
obaziriti,6
učniti,6
pipati,6
primicati,6
vecati,6
tuti,6
pripradati,6
pečiti,6
mahniti,6
kompajlirati,6
osvaniti,6
zaceliti,6
uskrati,6
naresti,6
narugati,6
presušivati,6
mostiti,6
okazati,6
zamjeniti,6
odrezati,6
ribati,6
uvati,6
konstruirati,6
guacamogati,6
sadržinati,6
viktimizovati,6
popoviti,6
gutljati,6
doćreti,6
izrugivati,6
demaskirati,6
izlaskati,6
diskriminirati,6
preturati,6
kontraspirati,6
namigovati,6
predstviti,6
gaditi,6
kadeti,6
sijeti,6
protraći,6
tkaniti,6
isporucovati,6
podgrađati,6
tabloiditi,6
kolutiti,6
spovesti,6
izumiriti,6
popisivati,6
prijavlјuju,6
izgradjivati,6
pošumljavati,6
odvuciti,6
pocrneti,6
pogresiti,6
prokazivati,6
predstavkiti,6
huškati,6
tonizirati,6
ubrasiti,6
preobrati,6
motoriti,6
trzati,6
razgaliti,6
zvončiti,6
poukati,6
iskati,6
okoreti,6
pomažiti,6
šuškati,6
pogagati,6
poslugati,6
zaželiti,6
igrаti,6
okuplјa,6
diplomati,6
stilizati,6
anonimizirati,6
nezamislivati,6
nadvisiti,6
kremiti,6
ugaziti,6
dugmići,6
uplovljavati,5
odaniti,5
ukaljati,5
predstavjati,5
grilujtiti,5
pukiti,5
imenuvati,5
ispiriti,5
sjutrati,5
razgoliti,5
isprskati,5
trkaći,5
osvjetljavati,5
isceliti,5
uslov,5
vijetnati,5
predstavki,5
budе,5
ogrubeti,5
uzburkavati,5
zaželeti,5
razmrdati,5
dаkle,5
uljaniti,5
uopšati,5
upodobiti,5
prečestiti,5
ispleti,5
privositi,5
prsniti,5
personalizozti,5
podicati,5
priznaći,5
zanoći,5
kastrirati,5
uklesati,5
sandučići,5
srozavati,5
innovati,5
zemljistiti,5
liviti,5
izrežirati,5
parasti,5
ostareti,5
ostarjeti,5
pavati,5
ponirati,5
doploviti,5
razmatriti,5
vitlati,5
senzibilizirati,5
reskirati,5
vodokotliti,5
vodati,5
protisnuti,5
kostati,5
otaljavati,5
podstavati,5
odižati,5
časti,5
otrčiti,5
poštovesti,5
predskazati,5
viznuti,5
prestiti,5
adsorbovati,5
odjuriti,5
stran,5
izrazavati,5
krčati,5
downfiti,5
subvencionirati,5
postojeti,5
provodati,5
premeriti,5
tuđati,5
doneseti,5
potapšati,5
konvertiti,5
razljutiti,5
apstrahivati,5
prebrojiti,5
maržati,5
žrtvujiti,5
saberati,5
metabolisati,5
izadati,5
rasprskavati,5
iscrpati,5
meandrirati,5
grčiti,5
gliti,5
odumiriti,5
tavoriti,5
vagati,5
jakniti,5
susticati,5
instrumentalizovati,5
ispolitizovati,5
minđušiti,5
dezinficirati,5
poduzmeti,5
ugljati,5
ulittiti,5
pridonesiti,5
klonirati,5
dogadati,5
—na,5
vriti,5
iskriti,5
udahnjivati,5
ulov,5
ispoštojeti,5
heklati,5
filovati,5
vuciti,5
proces,5
no.,5
sculptureti,5
uloziti,5
namenjivati,5
pandemivati,5
proklinjati,5
smognuti,5
predugiti,5
vjerujtiti,5
odomaćiti,5
utrlati,5
vrtjeti,5
istucati,5
rutiti,5
zakamuflirati,5
označivati,5
prisustvovti,5
folijati,5
11.apriti,5
indoktrinirati,5
trenjati,5
plačeti,5
privilegivati,5
prosliti,5
vjerivtiti,5
re-mapirati,5
obezbijeti,5
zgražavati,5
spržiti,5
kupoprodati,5
kabati,5
milioniti,5
digniti,5
papati,5
prefarbati,5
isplakati,5
raspliti,5
usložniti,5
upisujtiti,5
strasti,5
zarati,5
radujtiti,5
biskviti,5
prenebregnuti,5
secirati,5
koncetrisati,5
slojeviti,5
kaskazati,5
suncati,5
iskrojiti,5
ujeti,5
doprlati,5
preopteretiti,5
ježeti,5
zasluzovati,5
zamijetiti,5
pronikneti,5
součavati,5
istretirati,5
susretnuti,5
graći,5
